doi_r,original_url,result,replication_type,replication_year,replication_title,field,source,validated,confidence,ai_version
10.1007/s40616-014-0012-0,https://doi.org/10.1901/jaba.2009.42-225,inconclusive,direct,2014,Stimulus-Stimulus Pairing of Vocalizations: A Systematic Replication,social sciences,,no,high,8.5
10.1007/s40616-018-0101-6,https://doi.org/10.1007/s40616-014-0020-0,success,close extension,2019,Further Evaluation of the Stimulus Pairing Observation Procedure with Children with Autism Spectrum Disorder,social sciences,,no,high,8.0
10.1007/s40616-023-00181-4,https://doi.org/10.1080/15021149.2009.11434324,success,close experiment,2023,The Establishment of Incidental Bidirectional Naming through Multiple Exemplar Instruction: a Systematic Replication,social sciences,,no,high,8.5
10.1007/s40616-023-00186-z,https://doi.org/10.1023/a:1015044207315,success,close extension,2023,Do NOT Read this Article: the Effects of Autoclitics and Nudge on Choosing,social sciences,,no,high,8.5
10.1007/s40617-018-0246-8,https://doi.org/10.1002/jaba.263,failure,close experiment,2019,Reinforcer Choice on Skill Acquisition for Children with Autism Spectrum Disorder: a Systematic Replication,social sciences,,no,high,8.5
10.1007/s40617-018-0247-7,https://doi.org/10.1002/jaba.106,success,close extension,2018,Incorporating Interview-Informed Functional Analyses into Practice,social sciences,,no,high,8.5
10.1007/s40617-018-0265-5,https://doi.org/10.1007/s10882-015-9466-9,inconclusive,close experiment,2019,"Individualizing Intervention to Teach Joint Attention, Requesting, and Social Referencing to Children with Autism",social sciences,,no,high,8.5
10.1007/s40617-020-00531-x,https://doi.org/10.1177/10983007030050010101,success,close extension,2021,A Systematic Replication of Teaching Children With Autism and Other Developmental Disabilities Correct Responding to False-Belief Tasks,social sciences,,no,high,8.0
10.1007/s40617-021-00665-6,https://doi.org/10.1007/s40617-019-00364-3,success,close extension,2022,On the Reliability and Treatment Utility of the Practical Functional Assessment Process,social sciences,,no,high,8.5
10.1007/s40617-023-00793-1,https://doi.org/10.1002/jaba.553,reversal,close extension,2023,A Comparison of Stimulus Set Sizes: Systematic Replication with Operant Analysis Acquisition Criteria,social sciences,,no,high,8.0
10.1007/s40617-024-01037-6,https://doi.org/10.1080/20473869.2022.2123196,success,close extension,2025,Treating Food Selectivity in Adolescents and Adults with Autism: A Systematic Replication,social sciences,,no,high,8.5
10.1007/s40732-022-00508-y,https://doi.org/10.5210/bsi.v24i0.5424,success,close extension,2022,Effects of Metacontingencies on Cooperative Behavior: A Systematic Replication Using Innovative Procedures during Isolation,social sciences,,no,high,8.5
10.1007/s40750-018-0101-8,https://doi.org/10.1073/pnas.1700712114,success,close extension,2018,"The Influence of Genetic Variation on Social Disposition, Romantic Relationships and Social Networks: a Replication Study",social sciences,,no,high,8.0
10.1007/s40881-018-0049-2,https://doi.org/10.1007/s10683-009-9225-9,success,close extension,2018,Framing effects on bribery behaviour: experimental evidence from China and Uganda,social sciences,,no,high,8.5
10.1007/s42761-021-00038-w,https://doi.org/10.1037/xge0000529,success,close extension,2021,Categorization of Vocal Emotion Cues Depends on Distributions of Input,social sciences,,no,high,8.5
10.1007/s42761-021-00084-4,https://doi.org/10.1111/j.1467-9280.2007.02028.x,failure,conceptual,2022,Assessing the Power of Words to Facilitate Emotion Category Learning,social sciences,,no,high,8.5
10.1007/s42761-022-00145-2,https://doi.org/10.1037/emo0000280,failure,close experiment,2022,Blinded by and Stuck in Negative Emotions: Is Psychological Inflexibility Across Different Domains Related?,social sciences,,no,high,8.5
10.1007/s42761-022-00151-4,https://doi.org/10.1016/j.cortex.2022.03.003,success,direct,2022,Seeing Through Each Other’s Hearts: Inferring Others’ Heart Rate as a Function of Own Heart Rate Perception and Perceived Social Intelligence,social sciences,,no,high,8.5
10.1007/s44217-024-00190-y,https://doi.org/10.1007/s40979-020-00054-6,success,close extension,2024,Replication to first-year undergraduate students’ knowledge of academic misconduct,social sciences,,no,high,8.1
10.1016/0002-9149(86)90952-5,https://doi.org/10.1016/s0022-0736(82)81002-9,success,direct,1986,Validation of a computerized QRS criterion for estimating myocardial infarction size and correlation with quantitative morphologic measurements,biological sciences,,no,high,8.5
10.1016/0005-7916(89)90023-2,https://doi.org/10.1037/h0047716,success,close extension,1989,Classical conditioning of meaning—II. A replication and triplet associative extension,social sciences,,no,high,8.5
10.1016/0005-7916(89)90046-3,https://doi.org/10.1037/h0047716,success,close extension,1989,Classical conditioning of meaning—I. A replication and higher-order extension,social sciences,,no,high,8.5
10.1016/0005-7967(73)90096-x,,success,direct,1973,Intervention for families of aggressive boys: A replication study,social sciences,,no,high,8.5
10.1016/0005-7967(90)90030-m,https://doi.org/10.1016/0005-7967(87)90087-8,success,close experiment,1990,Students' self-ratings of stress in medical school: a replication across 20 months,social sciences,,no,high,8.5
10.1016/0005-7967(93)90038-v,https://doi.org/10.1111/j.2044-8295.1986.tb01985.x,success,close experiment,1993,Attentional bias and spider phobia: Conceptual and clinical issues,social sciences,,no,high,8.5
10.1016/0006-3223(85)90099-x,https://pubmed.ncbi.nlm.nih.gov/6733171/,success,close experiment,1985,The skin conductance orienting response in neuroleptic-free schizophrenics: Replication of the scoring criteria effect,biological sciences,,no,high,8.5
10.1016/0006-3223(87)90085-0,,success,direct,1987,Polysomnographic findings and dexamethasone nonsuppression in unipolar depression: A replication and extension,biological sciences,,no,high,8.5
10.1016/0006-3223(91)91105-z,https://doi.org/10.1097/00002826-199202001-00170,success,direct,1991,Characteristics of kraepelinian schizophrenia: Independent replication study,biological sciences,,no,low,8.5
10.1016/0006-3223(92)90158-v,https://doi.org/10.1016/0006-3223(88)90119-9,success,direct,1992,Diminished nocturnal penile tumescence in depression: A replication study,biological sciences,,no,high,8.5
10.1016/0006-3223(92)90226-p,https://doi.org/10.1016/0006-3223(89)90250-3,success,direct,1992,Abnormal flash visual evoked response in melancholia: A replication study,biological sciences,,no,high,8.5
10.1016/0006-3223(93)90272-f,https://doi.org/10.1001/archpsyc.1987.01800230026006,failure,direct,1993,A comparison of the behavioral effects of oral versus intravenous mCPP administration in OCD patients and the effect of metergoline prior to IV mCPP,biological sciences,,no,high,8.5
10.1016/0006-3223(96)84408-8,,success,close extension,1996,Reversed planum temporale asymmetry in schizophrenia — Replication study,biological sciences,,no,high,8.5
10.1016/0006-8993(90)90328-9,https://doi.org/10.1126/science.6188216,inconclusive,direct,1990,CNS monoamines and their metabolites in canine narcolepsy: a replication study,biological sciences,,no,high,8.5
10.1016/0010-0277(85)90026-5,https://doi.org/10.1016/0010-0277(83)90038-0,success,close,1985,"Reasoning counterfactually in Chinese: Are there any obstacles? Cognition, 21(3), 239-270",social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list",no,medium,l2-marsden2018-v1
10.1016/0010-0285(87)90002-8,https://doi.org/10.1037//0278-7393.11.3.501,success,conceptual,1987,Attentional requirements of learning: Evidence from performance measures,social sciences,,no,high,8.8-base
10.1016/0010-440x(78)90033-0,https://doi.org/10.1176/ajp.127.11.1503,success,direct,1978,Variables related to the selection of psychiatric residents. II. A replication study,social sciences,,no,high,8.5
10.1016/0010-440x(92)90001-7,https://doi.org/10.1176/ajp.147.8.1043,success,close extension,1992,Validity of the Personality Diagnostic Questionnaire-Revised: A replication in an outpatient sample,biological sciences,,no,high,8.5
10.1016/0013-4694(81)90020-1,https://doi.org/10.1126/science.897671,success,close extension,1981,Evoked potentials to auditory probes as indices of cerebral specialization of function—replication and extension,biological sciences,,no,high,8.5
10.1016/0022-0965(72)90002-1,https://doi.org/10.1016/0022-0965(69)90085-x,inconclusive,close experiment,1972,Note on an attempt to replicate a relation between stimulus unpredictability and infant attention,social sciences,,no,high,8.5
10.1016/0022-3999(93)90123-w,,inconclusive,close experiment,1993,Dimensions of illness behaviour as measured by the illness behaviour questionnaire: A replication study,biological sciences,,no,high,8.5
10.1016/0028-2243(80)90005-2,https://doi.org/10.1016/0378-3782(79)90003-3,success,close experiment,1980,Obstetrical-neonatal neurological relationship. A replication study,biological sciences,,no,high,8.5
10.1016/0028-3932(84)90026-5,https://doi.org/10.1016/0022-3999(66)90058-4,reversal,close experiment,1984,Left-handedness and field-independence,social sciences,,no,high,8.5
10.1016/0028-3932(89)90102-4,https://doi.org/10.1016/s0010-9452(80)80055-4,success,direct,1989,Hand preferences of rhesus monkeys on differing tasks,social sciences,,no,high,8.5
10.1016/0030-4220(86)90212-4,https://doi.org/10.1213/00000539-198312000-00005,success,close extension,1986,Psychological preparation influences nitrous oxide analgesia: Replication of laboratory findings in a clinical setting,biological sciences,,no,high,8.5
10.1016/0160-2527(90)90014-t,https://doi.org/10.1016/0160-2527(81)90005-4,success,close extension,1990,Compulsory admissions to mental hospitals: A replication study,biological sciences,,no,high,8.5
10.1016/0160-2896(86)90025-5,https://doi.org/10.1007/978-3-642-68664-1_4,inconclusive,direct,1986,Reaction time and intelligence: A replicated study,social sciences,,no,high,8.5
10.1016/0160-2896(94)90023-x,https://doi.org/10.1016/0160-2896(92)90010-o,failure,close experiment,1994,"Peripheral nerve conduction velocity, reaction time, and intelligence: An attempt to replicate Vernon and Mori (1992)",social sciences,,no,high,8.5
10.1016/0165-0327(79)90004-1,https://doi.org/10.1016/0022-3956(71)90010-0,success,close extension,1979,Factor patterns in depression,biological sciences,,no,high,8.5
10.1016/0165-0327(81)90040-9,https://doi.org/10.1001/archpsyc.1969.01740240113014,success,close extension,1981,Life events and depression,biological sciences,,no,high,8.5
10.1016/0165-0327(92)90038-8,https://doi.org/10.1176/ajp.145.12.1564,success,direct,1992,Prodromal symptoms in panic disorder with agoraphobia: A replication study,biological sciences,,no,high,8.5
10.1016/0165-0327(93)90037-k,https://doi.org/10.1016/0165-0327(82)90008-8,failure,direct,1993,Erythrocyte membrane structure in bipolar affective disorder: A non-replication,biological sciences,,no,high,8.5
10.1016/0165-0327(94)90062-0,https://doi.org/10.1016/0165-0327(90)90115-o,success,close experiment,1994,The relationship of premorbid personality to subtypes of an affective illness. A replication study by means of an operationalized procedure for the diagnosis of personality structures,biological sciences,,no,high,8.5
10.1016/0165-1781(89)90172-8,https://doi.org/10.1016/0165-0327(86)90062-5,success,direct,1989,Platelet serotonin uptake in panic disorder patients: A replication study,biological sciences,,no,high,8.5
10.1016/0165-1781(92)90022-u,https://doi.org/10.1055/s-2007-1017106,success,direct,1992,Intensity dependence of auditory evoked potentials and clinical response to prophylactic lithium medication: A replication study,biological sciences,,no,high,8.5
10.1016/0165-1781(92)90027-z,https://doi.org/10.1016/0165-1781(85)90017-4,success,direct,1992,Cortisol response to intramuscular desipramine in patients with major depression and normal control subjects: A replication study,biological sciences,,no,high,8.5
10.1016/0167-6245(88)90014-5,https://doi.org/10.1016/0167-6245(83)90016-1,failure,direct or close,1988,Information and productivity: An attempted replication of an empirical exercise,social sciences,,partially,,
10.1016/0277-9536(82)90304-5,https://www.semanticscholar.org/paper/4d65fc8ee7c923b2b67ad7b8cb8a01eb55ee4dc8,failure,close extension,1982,The effects of latent social needs on physician utilization by immigrants: A replication study,social sciences,,no,high,8.5
10.1016/0301-0511(85)90028-6,https://doi.org/10.1016/0301-0511(83)90063-7,success,close experiment,1985,Psychophysiological response specificities: A replication over a 12-month period,social sciences,,no,high,8.5
10.1016/0301-0511(93)90012-w,https://doi.org/10.1016/0301-0511(90)90016-p,success,close extension,1993,Cognitive load as a determinant of the dimensionality of the electroencephalogram: A replication study,social sciences,,no,high,8.5
10.1016/0301-5629(89)90069-0,https://doi.org/10.1016/0301-5629(88)90075-0,failure,direct,1989,Sister chromatid exchanges in Chinese hamster ovary cells exposed to high intensity pulsed ultrasound: Inability to confirm previous positive results,biological sciences,,no,high,8.5
10.1016/0306-4530(96)00005-4,https://doi.org/10.1016/0006-3223(93)90299-s,success,close extension,1996,Neuroendocrine responses to laboratory panic: Cognitive intervention in the doxapram model,biological sciences,,no,high,8.5
10.1016/0306-4603(93)90041-7,https://doi.org/10.1007/bf01186793,inconclusive,close experiment,1993,Alcohol and social anxiety in women and men: Pharmacological and expectancy effects,social sciences,,no,high,8.5
10.1016/0346-251x(78)90029-5,https://doi.org/10.1016/0346-251x(78)90029-5,success,close,1978,A comparison of achievement in four intermediate courses in Spanish,social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list",no,medium,l2-marsden2018-v1
10.1016/0376-6357(85)90034-8,https://doi.org/10.1016/s0003-3472(80)80045-5,success,close experiment,1985,Open-field behaviour in chickens: A replication revisited,social sciences,,no,high,8.5
10.1016/0376-8716(84)90046-2,,inconclusive,close experiment,1984,Brief Minnesota Multiphasic Personality Inventory scales to screen for substance abuse,biological sciences,,no,medium,8.5
10.1016/0891-4222(93)90006-6,https://doi.org/10.1901/jaba.1989.22-143,success,close experiment,1993,Evaluating and improving residential treatment during group leisure situations: A program replication and refinement,social sciences,,no,high,8.5
10.1016/0920-9964(92)90263-5,,inconclusive,close experiment,1992,Are schizophrenia and affective disorders related in families? A replication study,biological sciences,,no,low,8.5
10.1016/0925-4927(93)90004-2,https://doi.org/10.1111/j.1530-0277.1988.tb00137.x,success,close experiment,1993,Increase in brain cerebrospinal fluid volume is greater in older than in younger alcoholic patients: A replication study and CT/MRI comparison,biological sciences,,no,high,8.5
10.1016/1054-139x(94)90537-1,,success,direct,1994,Stability of the relationships between anabolic steroid use and multiple substance use among adolescents,biological sciences,,no,high,8.5
10.1016/j.abrep.2023.100500,https://doi.org/10.1016/j.addbeh.2020.106598,success,close extension,2023,“Losses disguised as wins” in electronic gambling machines contribute to win overestimation in a large online sample,social sciences,subdiscipline AI-tagged (claude sonnet),no,high,8.0
10.1016/j.actpsy.2019.102871,https://doi.org/10.1016/s0010-0277(02)00235-4,failure,close experiment,2019,"A replication attempt of hemispheric differences in semantic-relatedness judgments (Zwaan &amp; Yaxley, 2003)",social sciences,,no,high,8.5
10.1016/j.actpsy.2019.102873,https://doi.org/10.1002/ejsp.753,success,close extension,2019,The power of red: The influence of colour on evaluation and failure – A replication,social sciences,,no,high,8.5
10.1016/j.actpsy.2020.103138,https://doi.org/10.1080/13506280544000110,success,direct or close,2020,The hunt for the age of acquisition effect: It's in the links!,social sciences,,yes,,
10.1016/j.actpsy.2020.103140,https://doi.org/10.1068/p7360,success,direct or close,2020,Seeing synchrony: A replication of the effects of task-irrelevant social information on perceptions of interpersonal coordination,social sciences,,no,,
10.1016/j.actpsy.2023.104094,https://doi.org/10.1037/0278-7393.20.6.1420,success,direct or close,2023,"I know It's false, but I keep thinking as if it were true: A replication study of Johnson and Seifert's (1994) continued influence effect",social sciences,,no,,
10.1016/j.addbeh.2004.09.011,https://doi.org/10.1016/s0306-4603(99)00054-4,success,direct,2004,Replication of subtypes for smoking cessation within the contemplation stage of change,social sciences,,no,high,8.5
10.1016/j.addbeh.2005.05.015,https://doi.org/10.1016/s0306-4603(99)00054-4,success,direct,2006,Replication of subtypes for smoking cessation within the Preparation stage of change,social sciences,,no,high,8.5
10.1016/j.addbeh.2005.08.002,https://doi.org/10.1016/s0306-4603(99)00054-4,success,direct,2006,Replication of subtypes for smoking cessation within the precontemplation stage of change,social sciences,,no,high,8.5
10.1016/j.adolescence.2017.07.002,https://doi.org/10.1177/0956797615569578,inconclusive,close experiment,2017,Age‐related differences in social influence on risk perception depend on the direction of influence,social sciences,,no,high,8.5
10.1016/j.ahj.2006.06.002,https://doi.org/10.1161/01.atv.0000147304.67100.ee,success,direct,2006,Thrombospondin-4 1186G&gt;C (A387P) is a sex-dependent risk factor for myocardial infarction: A large replication study with increased sample size from the same population,biological sciences,,no,high,8.5
10.1016/j.ajhg.2009.04.006,https://doi.org/10.1038/nature06014,success,close experiment,2009,Genome-wide Association Analysis Identifies PDE4D as an Asthma-Susceptibility Gene,biological sciences,,no,high,8.5
10.1016/j.ajhg.2016.09.002,https://doi.org/10.1371/journal.pgen.1005858,success,close extension,2016,An Ancient Fecundability-Associated Polymorphism Switches a Repressor into an Enhancer of Endometrial TAP2 Expression,biological sciences,,no,high,8.5
10.1016/j.ajog.2018.08.042,https://doi.org/10.7916/D8B27S91,success,close extension,2018,Abruptio placentae risk and genetic variations in mitochondrial biogenesis and oxidative phosphorylation: replication of a candidate gene association study,biological sciences,,no,high,8.0
10.1016/j.amjcard.2019.03.017,https://doi.org/10.1371/journal.pone.0142610,success,close extension,2019,Serum Metabolomics and Incidence of Atrial Fibrillation (from the Atherosclerosis Risk in Communities Study),biological sciences,,no,high,8.5
10.1016/j.anai.2012.12.019,https://doi.org/10.1111/j.1398-9995.2006.01001.x,success,close extension,2013,Influence of β2-adrenergic receptor polymorphism on methacholine hyperresponsiveness in asthmatic patients,biological sciences,,no,high,8.5
10.1016/j.anbehav.2008.10.013,https://doi.org/10.1098/rspb.1999.0761,failure,close experiment,2009,Does fertilization by proxy occur in Tribolium beetles? A replicated study of a novel mechanism of sperm transfer,biological sciences,,no,high,8.5
10.1016/j.anbehav.2010.02.019,https://doi.org/10.1098/rspb.2004.2947,inconclusive,close experiment,2010,"Mechanisms underlying responses to inequitable outcomes in chimpanzees, Pan troglodytes",social sciences,,no,high,8.5
10.1016/j.annepidem.2010.12.003,https://doi.org/10.1017/S0033291707001900,success,close extension,2011,Psychopathology and Physical Activity as Predictors of Chronic Fatigue Syndrome in the 1958 British Birth Cohort: A Replication Study of the 1946 and 1970 Birth Cohorts,biological sciences,,no,high,8.5
10.1016/j.annepidem.2011.12.002,https://doi.org/10.1016/j.annepidem.2011.06.001,success,close extension,2012,Do Medical Marijuana Laws Increase Marijuana Use? Replication Study and Extension,biological sciences,,no,high,8.0
10.1016/j.apmr.2010.07.194,,success,close extension,2010,Poster 164: Brain Injury Coping Skills Group: A Replication Study,biological sciences,,no,medium,8.5
10.1016/j.appet.2008.07.010,https://doi.org/10.1016/j.appet.2005.08.004,success,close experiment,2008,The dual pathway model of overeating. Replication and extension with actual food consumption,social sciences,,no,high,8.5
10.1016/j.appet.2013.10.005,https://doi.org/10.1093/ajcn/69.6.1264,success,direct,2013,"Effects of restriction on children’s intake differ by child temperament, food reinforcement, and parent’s chronic use of restriction",social sciences,,no,high,8.5
10.1016/j.appet.2018.06.023,https://doi.org/10.1016/j.appet.2012.01.017,success,close extension,2018,"Sensory sensitivity mediates the relationship between anxiety and picky eating in children/ adolescents ages 8–17, and in college undergraduates: A replication and age-upward extension",social sciences,,no,high,8.5
10.1016/j.appet.2020.104628,https://doi.org/10.1006/appe.2002.0500,success,close experiment,2020,"The role of memory ability, depth and mode of recall in the impact of memory on later consumption",social sciences,,no,high,8.5
10.1016/j.appet.2023.107065,https://doi.org/10.1016/j.appet.2009.11.003,failure,direct or close,2023,No effect of hunger on attentional capture by food cues: Two replication studies,social sciences,,no,,
10.1016/j.applanim.2017.08.001,https://doi.org/10.1371/journal.pone.0049180,success,close experiment,2017,Boredom-like states in mink and their behavioural correlates: A replicate study,biological sciences,,no,high,8.5
10.1016/j.bbacli.2015.12.004,https://doi.org/10.1681/ASN.2013040383,inconclusive,close extension,2016,Analysis of single nucleotide polymorphisms implicate mTOR signalling in the development of new-onset diabetes after transplantation,biological sciences,,no,high,8.0
10.1016/j.bbadis.2012.11.010,https://doi.org/10.1016/j.bbamcr.2009.02.010,failure,close extension,2013,ARHGAP21 is a RhoGAP for RhoA and RhoC with a role in proliferation and migration of prostate adenocarcinoma cells,biological sciences,,no,high,8.8-base
10.1016/j.bbi.2016.09.012,https://doi.org/10.1016/j.bbi.2014.06.003,success,direct,2017,Increased pro-inflammatory milieu in combat related PTSD – A new cohort replication study,biological sciences,,no,high,8.5
10.1016/j.bbi.2019.02.003,https://doi.org/10.1016/j.bbi.2017.09.007,success,close extension,2019,HLA-G allelic distribution in Sardinian children with Autism spectrum disorders: A replication study,biological sciences,,no,high,8.5
10.1016/j.bbi.2022.08.016,https://doi.org/10.1038/tp.2017.18,success,close extension,2022,Systemic inflammation enhances stimulant-induced striatal dopamine elevation in tobacco smokers,biological sciences,,no,high,8.5
10.1016/j.bbmt.2016.02.017,https://doi.org/10.1200/jco.2010.34.3467,success,close extension,2016,Clinical and Genetic Determinants of Cardiomyopathy Risk among Hematopoietic Cell Transplantation Survivors,biological sciences,,no,high,8.5
10.1016/j.bbrc.2015.02.151,https://doi.org/10.3109/09553001003734501,success,close experiment,2015,Tumor promotion by exposure to radiofrequency electromagnetic fields below exposure limits for humans,biological sciences,,no,high,8.5
10.1016/j.bcmd.2009.10.001,https://doi.org/10.1086/520001,inconclusive,close experiment,2010,A common SNP near BMP2 is associated with severity of the iron burden in HFE p.C282Y homozygous patients: A follow-up study,biological sciences,,no,high,8.5
10.1016/j.beproc.2006.09.010,https://doi.org/10.3758/bf03342780,success,close experiment,2007,Is extinction the hallmark of operant discrimination?: Reinforcement and SΔ effects,social sciences,,no,high,8.5
10.1016/j.beproc.2006.10.010,https://doi.org/10.1016/j.lmot.2005.02.009,success,close experiment,2007,Testing for episodic-like memory in rats in the absence of time of day cues: Replication of Babb and Crystal,social sciences,,no,high,8.5
10.1016/j.beproc.2015.11.010,https://doi.org/10.1016/s0376-6357(99)00055-8,failure,close extension,2015,"Can old-world and new-world monkeys judge spatial above/below relations to be the same or different? Some of them, but not all of them",social sciences,,no,high,8.5
10.1016/j.beproc.2020.104124,https://doi.org/10.1007/s00213-018-4978-5,success,conceptual,2020,Contribution of alcohol- and cigarette-related cues to concurrent reinforcer choice in humans,social sciences,,no,high,8.0
10.1016/j.beth.2013.04.008,https://doi.org/10.1037/a0021808,success,close extension,2013,Emotion Differentiation as a Protective Factor Against Nonsuicidal Self-Injury in Borderline Personality Disorder,social sciences,,no,high,8.8-base
10.1016/j.beth.2013.12.005,https://doi.org/10.1037/0022-006x.75.4.531,failure,close experiment,2014,Extreme Nonresponse to Acute Phase Cognitive Therapy for Depression: An Attempt to Replicate and Extend,social sciences,,no,high,8.5
10.1016/j.beth.2019.02.003,https://doi.org/10.1177/1073191115615212,success,close extension,2019,Psychometric Properties of the Dissociative Subtype of PTSD Scale: Replication and Extension in a Clinical Sample of Trauma-Exposed Veterans,social sciences,,no,high,8.5
10.1016/j.beth.2019.05.011,https://doi.org/10.1016/j.beth.2013.04.008,success,conceptual,2020,Emotion Differentiation as a Protective Factor Against the Behavioral Consequences of Rumination: A Conceptual Replication and Extension in the Context of Social Anxiety,social sciences,,no,high,8.0
10.1016/j.bionps.2020.100014,https://doi.org/10.1111/psyp.12185,success,close extension,2020,Auditory paired-stimuli responses across the psychosis and bipolar spectrum and their relationship to clinical features,social sciences,,no,high,8.5
10.1016/j.biopsych.2003.10.008,https://doi.org/10.1001/archpsyc.60.5.466,success,close extension,2004,Infection with herpes simplex virus type 1 is associated with cognitive deficits in bipolar disorder,biological sciences,,no,high,8.8-base
10.1016/j.biopsych.2004.11.026,https://doi.org/10.1016/0005-7916(85)90068-0,success,conceptual,2005,Toward an objective characterization of an anhedonic phenotype: A signal-detection approach,social sciences,,no,medium,8.8-base
10.1016/j.biopsych.2005.07.040,https://doi.org/10.1176/jnp.16.3.295,success,direct,2005,Detecting Deception Using Functional Magnetic Resonance Imaging,biological sciences,,no,high,8.8-base
10.1016/j.biopsych.2007.03.006,https://doi.org/10.1002/ajmg.b.30567,inconclusive,close experiment,2007,Partial Replication of a DRD4 Association in ADHD Individuals Using a Statistically Derived Quantitative Trait for ADHD in a Family-Based Association Test,biological sciences,,no,high,8.5
10.1016/j.biopsych.2009.05.007,https://doi.org/10.1016/j.biopsych.2008.02.019,success,close extension,2009,"Sensorimotor Gating Depends on Polymorphisms of the Serotonin-2A Receptor and Catechol-O-Methyltransferase, but Not on Neuregulin-1 Arg38Gln Genotype: A Replication Study",biological sciences,,no,high,8.5
10.1016/j.biopsych.2009.09.026,https://doi.org/10.1038/sj.mp.4002047,success,close extension,2009,"Replication of Association Between Working Memory and Reelin, a Potential Modifier Gene in Schizophrenia",biological sciences,,no,high,8.5
10.1016/j.biopsych.2009.11.021,https://doi.org/10.1001/archpsyc.63.10.1121,success,close extension,2010,"Replication of Scopolamine's Antidepressant Efficacy in Major Depressive Disorder: A Randomized, Placebo-Controlled Clinical Trial",biological sciences,,no,high,8.5
10.1016/j.biopsych.2011.12.010,https://doi.org/10.1001/archgenpsychiatry.2010.90,success,direct or close,2012,Replication of Ketamine's Antidepressant Efficacy in Bipolar Depression: A Randomized Controlled Add-On Trial,biological sciences,,no,,
10.1016/j.biopsych.2022.09.017,https://doi.org/10.1111/adb.12243,success,direct,2023,The Association of Non–Drug-Related Pavlovian-to-Instrumental Transfer Effect in Nucleus Accumbens With Relapse in Alcohol Dependence: A Replication,biological sciences,,no,high,8.5
10.1016/j.biopsycho.2011.02.023,https://doi.org/10.1016/j.neuropsychologia.2009.03.021,success,close experiment,2011,Frontal alpha-asymmetry in adults with attention deficit hyperactivity disorder: Replication and specification,biological sciences,,no,high,8.5
10.1016/j.biopsycho.2012.06.010,https://doi.org/10.1016/j.biopsycho.2008.11.002,failure,close extension,2012,Should it matter when we record? Time of year and time of day as factors influencing frontal EEG asymmetry,social sciences,,no,high,8.0
10.1016/j.biopsycho.2014.09.004,https://doi.org/10.1080/17470218.2010.533278,success,close experiment,2014,Less precise representation of numerical magnitude in high math-anxious individuals: An ERP study of the size and distance effects,social sciences,,no,high,8.8-base
10.1016/j.biopsycho.2021.108058,https://doi.org/10.4088/JCP.18m12661,failure,conceptual,2021,An EEG signature of suicidal behavior in female patients with major depressive disorder? A non-replication,biological sciences,,no,high,8.5
10.1016/j.biopsycho.2021.108097,https://doi.org/10.1016/j.brs.2017.05.002,success,close extension,2021,Neuro-Cardiac-Guided TMS (NCG TMS): A replication and extension study,biological sciences,,no,high,8.5
10.1016/j.biopsycho.2021.108128,https://doi.org/10.1016/j.jesp.2014.07.016,inconclusive,direct,2021,Does oxytocin shield against negative effects of ostracism? A replication and extension,social sciences,,no,high,8.5
10.1016/j.biopsycho.2021.108188,https://doi.org/10.1186/s40810-015-0005-9,success,close extension,2021,To spindle or not to spindle: A replication study into spindling excessive beta as a transdiagnostic EEG feature associated with impulse control,biological sciences,,no,high,8.0
10.1016/j.biopsycho.2024.108825,https://doi.org/10.1371/journal.pcbi.1008484,success,direct,2024,"Transdiagnostic failure to adapt interoceptive precision estimates across affective, substance use, and eating disorders: A replication and extension of previous results",social sciences,,no,high,8.5
10.1016/j.biopsycho.2024.108955,https://doi.org/10.1016/j.cortex.2020.05.013,failure,close experiment,2024,Can personality traits be predicted from resting-state EEG oscillations? A replication study,social sciences,,no,high,8.5
10.1016/j.bjao.2023.100239,https://doi.org/10.1097/aln.0b013e31819b5ba6,success,close extension,2023,Trail making test B in postoperative delirium: a replication study,biological sciences,,no,high,8.0
10.1016/j.bneo.2025.100118,,success,close extension,2025,Replication of a GWAS signal near HLA-DQA2 with AML using a disease-only cohort and external population-based controls,biological sciences,,no,high,8.0
10.1016/j.bodyim.2005.10.004,,success,close experiment,2006,The tripartite influence model of body image and eating disturbance: A replication with adolescent girls,social sciences,,no,high,8.5
10.1016/j.bodyim.2018.12.008,https://doi.org/10.1016/j.bodyim.2017.06.009,failure,direct or close,2018,Anti-doping rule violations in sport: The attractive leniency effect and attributions of guilt and punishment,social sciences,,no,,
10.1016/j.bodyim.2019.12.003,https://doi.org/10.1016/j.bodyim.2015.04.007,success,direct,2019,The protective role of self-compassion for women’s positive body image: an open replication and extension,social sciences,,no,high,8.5
10.1016/j.bodyim.2021.05.005,https://doi.org/10.1016/j.bodyim.2009.09.006,failure,direct or close,2021,Fat talk is predicted by body dissatisfaction and social comparison with no interaction effect: Evidence from two replication studies,social sciences,,no,,
